"no","name","review","rating","link"
"105","Green Tea Perfume  ","Di deskripsi kayaknya masih kurang lengkap soal deskripsi wanginya. Ternyata wanginya nggak ""greentea"" banget yaa. Udah berekspektasi tinggi ternyata nggak sama hehe. Agak ketar katir solanya isi parfum kok packingnya cuma plastik, walaupun ada buble wrap tebel tadi nggak ada tulisan barang pecah. Kalo misal barang pecah di tengah jalan apa gimana","4","https://shp.ee/isbiss7"
"106","Green Tea Perfume  ","Ternyata gak terlalu enak aromanya, ga terlalu suka😂 tapi packing nya bagus produk aman 👍🏻","4","https://shp.ee/isbiss8"
"107","Green Tea Perfume  ","Wangi awal agak tercium alkohol, dry downnya cukup enak. Fresh, seperti ada wangi timun. Untuk wangi teh tidak terlalu dominan","4","https://shp.ee/isbiss9"
"108","Green Tea Perfume  ","Green tea nya ga berasa sama sekali, utk pecinta green tea kurang cocok sih,tp wanginya soft yaaa lumayan lah","3","https://shp.ee/isbiss10"
"109","Green Tea Perfume  ","Baunya ga sesuai ekspektasi sih, kirain bakal segar dan soft gitu, ternyata terlalu tajam dan menyengat di hidung aku, mungkin karna kebanyakan alkoholnya","3","https://shp.ee/isbiss11"
"110","Green Tea Perfume  ","Buat EDP harga segini ya lumayan sih, mirip mirip parfum wardah. Seger kok, cuma masih kecium bau alkoholnya. Kalo dibadan ketahanannya gak lama, kalo dibaju lebih mendingan. Dan pengemasannya lamaaaaa banget","3","https://shp.ee/isbiss12"
"111","Green Tea Perfume  ","Ini aku samaain sm beli ditoko kok beda ya ini lebih dingin kyk lebih bnyk alkohol ny pantes harga ny lebih murah masf ya diksh bintang3 , wangi si wangi","3","https://shp.ee/isbiss13"
"112","Green Tea Perfume  ","Aromanya kok ga jelas gini ya... Kyknya Krn kebanyakan alkohol.","2","https://shp.ee/isbiss14"
"113","Green Tea Perfume  ","wangi nya tidak enak beda dgn green tea yg saya pakai,kirain sama","1","https://shp.ee/isbiss15"
"114","Green Tea Perfume  ","ga cocok wangi nya","1","https://shp.ee/isbiss16"
"115","Green Tea Perfume  ","ga begitu wangi","1","https://shp.ee/isbiss17"
"116","Green Tea Perfume  ","Katanya non alkohol tapi komposisinya ada alkohol","1","https://shp.ee/isbiss18"
"117","Green Tea Perfume  ","Packing jelek. Gak safety. Parfum tumpah. Bad service","1","https://shp.ee/isbiss19"
"118","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","baunya enak, fresh bgt dipakai di baju. ketahanan 3-6 jam. bisa dibawa kemana-mana krna ukurannya kecil","5","https://shp.ee/jt6gtae "
"119","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Wanginya soft bgt sukaaa, pengiriman juga cepet dan kurirnya ramahh","5","https://shp.ee/jt6gtae "
"120","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Packing aman, double bubble wrap. Untuk yang suka wangi segar buah ini cocok. Tahan lama juga parfumnya","4","https://shp.ee/jt6gtae "
"121","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Wangi enak pengiriman sangat cepat packing aman harga terjangkau Semoga bisa kebeli varian yang lainnya. sukses selalu.","4","https://shp.ee/jt6gtae "
"122","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Kecil banget ternyata...tp barang sampe dg aman..makasi banyak..ini pertama kali nyoba. Wanginya cukup harum","4","https://shp.ee/jt6gtae "
"123","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Baru aja beli ini parfum enak banget wanginya, tahan lama juga","4","https://shp.ee/jt6gtae "
"124","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Wangi tahan berjam jam. Baunya sweet soft. Awalnya bau alkohol bgt. Tapi lama2 soft dan melekat. Buatku aku kurang cocok dg aroma seperti ini.","4","https://shp.ee/jt6gtae "
"125","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Baunya familiar gitu, seger seger gimana gitu. Dari segi packing aman","4","https://shp.ee/jt6gtae "
"126","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Packaging nya bagus, cuma kurang suka sama wanginya nyengat bgt","4","https://shp.ee/jt6gtae "
"127","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Baunya enak packinganya rapi pakek bubble wrap, tapi sayang masih bisa pecah ","3","https://shp.ee/jt6gtae "
"128","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Wanginya cuma sesaat Tidak tahan lama Packing bagus","3","https://shp.ee/jt6gtae "
"129","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Wangi segar, cuma agak kurang suka sama wanginya.","3","https://shp.ee/jt6gtae "
"130","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Sebenarnya bagus sih, wanginya juga soft dan ga kontraks gtu tapi sayangnya pake alkohol ternyata:","3","https://shp.ee/jt6gtae "
"131","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","pas dibuka kardus sudah basah, isi tinggal setengah tidak full, baru pertama kali beli yang varian heartful","2","https://shp.ee/jt6gtae "
"132","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Keterangan dengan produk tidak sesuai EDP ternyata EDT","2","https://shp.ee/jt6gtae "
"133","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Aromanya gak sesuai perkiraanku. Buatku ini nyegrak banget dan bikin pusing","2","https://shp.ee/jt6gtae "
"134","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Produk bagus tapi isi kemasan tumpah karena tidak ada bubble wrap dan tidak diberi label fragile","2","https://shp.ee/jt6gtae "
"135","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Gak tahan lama. beberapa menit udah ilang. tp klaim tahan beberapa jam","2","https://shp.ee/jt6gtae "
"136","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Pas dibuka parfum nya udh abis karna ternyata pecah. Kardus nya udh basah. Dari kardus nya udh kecium wangi parfum nya. Gak di bungkus bubble wrap lag","1","https://shp.ee/jt6gtae "
"137","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","beli parfum yang datang tas","1","https://shp.ee/jt6gtae "
"138","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","barang yg saya terima tidak lengkap","1","https://shp.ee/jt6gtae "
"139","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","barangnya pecah","1","https://shp.ee/jt6gtae "
"140","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Pengirimannya gak bagus, packingnya jelek karena bubble wrapnya gak tertutup secara baik akhirnya PARFUM BOCOR BANYAK pokoknya tingkatkan lagi deh packingnya ","1","https://shp.ee/jt6gtae "
"141","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Parfum tidak sewangi biasanya. Baunya lebih soft banget. Biasa dipakai 1x langsung tercium tetapi yang ini sudah berapa kali semprot tidak tercium","1","https://shp.ee/jt6gtae "
"142","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Barang gak sampai parfum saya dua duanya gak sampai yg sampai cuma rantangnya aja kecewa bgt saya","1","https://shp.ee/jt6gtae "
"143","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","Barang nyampe ud gak ad isinya, pecah","1","https://shp.ee/jt6gtae "
"144","Heartful Ladies Eud Perfume Romantic and Sweet Fragrance","barang tidak diterima","1","https://shp.ee/jt6gtae "
"145","Hero Eau De Parfum ","Barang di Terima dlm keadaan baik, wanginya tahan lama","5","https://shp.ee/mibyues "
"146","Hero Eau De Parfum ","Enak wanginya, segar dan maskulin gitu. Cukup tahan lama","5","https://shp.ee/mibyues "
"147","Hero Eau De Parfum ","Pertama di semprot strong bgt...tapi lama2 enak wanginya...","5","https://shp.ee/mibyues "
"148","Hero Eau De Parfum ","Wangi parfumnya emang tahan lama, tapi gak terlalu kecium kecuali dideketin baru kecium","4","https://shp.ee/mibyues "
"149","Hero Eau De Parfum ","Cocok Untuk yang suka keringetan, bau menyengat agak kurang soft ketika terhirup hidung. Untuk saran mending ambil varian lain Untuk packing aman, pengiriman aman","4","https://shp.ee/mibyues "
"150","Hero Eau De Parfum ","Aroma woody, saat pertama di-spray akan terkesan bald, namun dry down ada muncul sedikit sweetness terutama ketika terkena cahaya matahari. Longetivity cukup baik, di saya bisa 3-4 jam (kulit","4","https://shp.ee/mibyues "
"151","KNIGHTS TALE EAU DE TOILETTE","Produk sampai dengan aman, pengemasan aman sekali, pengiriman cepat, pihak miniso selalu update perjalanan produknya ke customernya, senang beli disini, terima kasih","5","https://shp.ee/92nmx4v "
"152","KNIGHTS TALE EAU DE TOILETTE","Perfume nya fresh gitu,cocok untuk pria aku suka","5","https://shp.ee/92nmx4v "
"153","KNIGHTS TALE EAU DE TOILETTE","aroma segar, smeoga bisa tahan seharian. pengiriman aman","5","https://shp.ee/92nmx4v "
"154","KNIGHTS TALE EAU DE TOILETTE","Parfumnya pertama disemprot wanginya strong tp agak lama enak wanginya","5","https://shp.ee/92nmx4v "
"155","KNIGHTS TALE EAU DE TOILETTE","packaging sangat aman, wanginya enak banget. semoga awet","5","https://shp.ee/92nmx4v "
"156","KNIGHTS TALE EAU DE TOILETTE","Kecepatan pengemasan dan pengiriman sangat cepat. Barang dikemas dengan baik. Produk sesuai pesanan. ","5","https://shp.ee/92nmx4v "
"157","KNIGHTS TALE EAU DE TOILETTE","Kemasan bagus, botol bagus, semprotan bagus, bau objektif, desain lumayan","4","https://shp.ee/92nmx4v "
"158","KNIGHTS TALE EAU DE TOILETTE","sprayer tidak bisa digunakan","2","https://shp.ee/92nmx4v "
"159","KNIGHTS TALE EAU DE TOILETTE","Parfum sekelas miniso dan brand besar parfum ny bad banget si masa baru dipake dan udah disemprotin banget ga nyampe 20 menit wangi parfumnya udah ilang","1","https://shp.ee/92nmx4v "
"160","Magnificent Life Lady Perfume","bagus banget sesuai dan packaging juga aman dan teball ini harum nya manis sukaa","5","https://shp.ee/5j5g76r "
"161","Magnificent Life Lady Perfume","Good cocok bau harum wangi","5","https://shp.ee/5j5g76r "
"162","Magnificent Life Lady Perfume","Wangiii nya maniiss Mayan enak Elegan bgt kemasannya Tapi pengiriman lamaa bgt","4","https://shp.ee/5j5g76r "
"163","Magnificent Life Lady Perfume","Wangi tahan kurang lebih 3-4 jam di Indoor, untuk wangi manis , rekomendasi untuk ciwi yang suka aroma manis, wangi mirip dengan parfume vit*lis botol p*nk, sweet gitu, semprot sedikit uda kecium wangi kurang lebih Jarak 2 meter terasa ","4","https://shp.ee/5j5g76r "
"164","Magnificent Life Lady Perfume","Aromanya lembut dan harum, harganya terjangkau Cocok dipakai setiap hari, lumayan tahan lama lah","4","https://shp.ee/5j5g76r "
"165","Magnificent Life Lady Perfume","Wangi,seger,lumayan awet ternyata...tp kurang nguar baunya","4","https://shp.ee/5j5g76r "
"166","Magnificent Life Lady Perfume","Baunya manisss gak menyengat , packing amannn pake bangett","4","https://shp.ee/5j5g76r "
"167","Magnificent Life Lady Perfume","Kurang suka parfumnya. Sama Kya yang di toko2 swalayan.","3","https://shp.ee/5j5g76r "
